gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,associate's degree,standard,none,76,82,80
female,group B,high school,free/reduced,none,49,60,61
male,group C,high school,standard,completed,95,97,93
male,group B,some college,standard,none,75,76,77
female,group A,high school,standard,none,77,88,78
female,group D,master's degree,standard,none,69,81,80
male,group D,associate's degree,standard,none,86,81,81
female,group B,associate's degree,standard,completed,62,86,85
female,group D,some high school,free/reduced,completed,70,78,85
female,group C,some high school,standard,none,61,62,64
female,group C,some college,free/reduced,none,53,61,60
male,group C,some college,standard,none,52,54,46
male,group B,some college,free/reduced,none,64,63,58
female,group C,master's degree,standard,none,74,87,88
female,group B,some college,standard,none,57,76,73
female,group E,bachelor's degree,free/reduced,completed,69,74,75
female,group C,some college,free/reduced,none,68,87,83
male,group C,some college,free/reduced,none,42,44,42
male,group B,some college,free/reduced,completed,78,89,77
male,group B,some high school,standard,none,51,54,43
male,group D,master's degree,standard,none,71,74,65
female,group C,some high school,standard,completed,57,68,67
male,group C,some college,free/reduced,completed,70,73,70
female,group E,some high school,standard,none,65,61,64
male,group B,associate's degree,free/reduced,completed,76,74,71
male,group C,some high school,standard,none,45,38,36
female,group B,some college,standard,completed,46,63,64
female,group D,some high school,standard,none,83,94,89
male,group C,associate's degree,standard,completed,67,63,64
male,group E,high school,standard,none,88,74,74
female,group D,master's degree,standard,none,81,93,90
female,group C,some college,free/reduced,completed,54,72,69
female,group D,associate's degree,standard,completed,74,82,90
female,group E,bachelor's degree,standard,none,72,78,79
male,group D,some college,standard,completed,84,81,82
male,group E,some college,standard,none,81,69,66
male,group C,some college,standard,none,87,71,74
female,group B,associate's degree,standard,none,66,62,61
female,group B,bachelor's degree,standard,none,78,91,86
male,group C,some high school,standard,none,48,44,36
female,group C,associate's degree,standard,none,88,94,97
female,group C,associate's degree,standard,completed,67,73,73
male,group E,master's degree,free/reduced,completed,66,61,64
male,group C,some high school,standard,completed,69,74,71
male,group A,bachelor's degree,free/reduced,none,42,38,38
male,group E,high school,standard,completed,98,91,85
male,group D,some high school,free/reduced,completed,64,62,64
female,group B,some high school,free/reduced,completed,58,62,61
female,group C,some college,standard,none,48,46,52
male,group C,some high school,standard,completed,85,89,84
female,group D,master's degree,standard,completed,91,100,100
female,group D,some high school,standard,none,78,78,82
male,group D,some high school,free/reduced,none,73,69,67
male,group D,associate's degree,standard,none,94,83,78
male,group D,some high school,free/reduced,none,59,49,55
female,group C,high school,free/reduced,none,61,60,64
male,group C,bachelor's degree,free/reduced,none,59,58,54
female,group D,some college,free/reduced,none,58,66,65
male,group D,associate's degree,standard,completed,98,98,100
female,group C,bachelor's degree,standard,none,75,87,83
male,group E,associate's degree,free/reduced,completed,52,55,53
female,group C,master's degree,free/reduced,none,71,86,89
male,group A,associate's degree,standard,none,95,90,81
female,group C,master's degree,standard,completed,75,82,88
male,group A,associate's degree,standard,none,78,65,63
male,group C,high school,standard,none,68,64,64
male,group D,some high school,standard,completed,77,69,76
female,group C,bachelor's degree,standard,none,53,68,64
female,group C,associate's degree,standard,none,83,82,88
female,group C,some high school,standard,none,62,61,59
female,group B,some high school,free/reduced,none,39,45,48
female,group C,some college,free/reduced,none,67,76,75
male,group C,associate's degree,standard,none,86,75,71
female,group B,some college,free/reduced,completed,47,58,60
male,group B,bachelor's degree,free/reduced,none,82,81,78
female,group C,high school,standard,completed,65,71,75
female,group E,associate's degree,standard,none,80,93,89
female,group E,some high school,free/reduced,none,54,67,67
male,group E,associate's degree,free/reduced,completed,67,64,65
female,group C,some high school,free/reduced,completed,52,58,57
female,group D,some college,standard,none,71,71,72
male,group E,some college,free/reduced,completed,85,65,75
female,group C,some college,standard,completed,67,71,72
female,group D,master's degree,free/reduced,completed,61,85,81
female,group B,master's degree,free/reduced,completed,64,69,73
male,group B,master's degree,standard,none,88,82,80
female,group E,some high school,standard,none,78,76,75
male,group B,associate's degree,standard,completed,50,52,53
male,group D,some college,standard,none,70,73,75
male,group B,master's degree,standard,none,66,48,49
female,group B,high school,standard,completed,51,63,72
female,group C,some college,standard,none,58,68,67
female,group E,some high school,standard,none,87,91,86
female,group B,some college,standard,none,86,96,85
female,group D,some college,free/reduced,none,66,78,70
female,group C,some college,free/reduced,completed,63,94,95
male,group C,associate's degree,standard,none,63,55,56
female,group D,master's degree,standard,completed,76,85,89
female,group B,associate's degree,free/reduced,none,58,70,68
female,group D,some college,standard,none,87,90,92
male,group D,some high school,standard,none,70,54,57
female,group D,master's degree,standard,none,78,87,92
male,group D,some high school,standard,none,62,59,56
male,group C,high school,free/reduced,completed,58,66,61
male,group D,some high school,free/reduced,none,75,67,64
female,group B,some high school,standard,none,77,89,87
female,group C,some college,standard,none,71,67,70
female,group C,some college,free/reduced,completed,67,82,81
male,group D,associate's degree,free/reduced,completed,72,68,72
female,group C,associate's degree,standard,none,72,85,82
female,group E,bachelor's degree,free/reduced,none,73,87,81
female,group D,associate's degree,standard,none,66,69,67
female,group D,bachelor's degree,standard,completed,73,90,90
male,group B,some college,free/reduced,none,47,35,38
female,group C,some high school,free/reduced,none,43,56,55
female,group D,high school,standard,none,60,66,64
male,group E,bachelor's degree,standard,none,64,52,58
female,group B,master's degree,standard,none,54,59,60
female,group D,bachelor's degree,standard,none,61,64,67
female,group A,some college,standard,none,72,84,77
female,group A,associate's degree,standard,completed,76,85,90
male,group C,master's degree,standard,completed,90,89,90
male,group D,bachelor's degree,standard,none,75,62,69
female,group D,some high school,standard,none,80,87,84
male,group D,high school,standard,none,64,69,69
male,group C,associate's degree,standard,completed,93,87,81
female,group C,associate's degree,standard,none,80,90,93
male,group D,associate's degree,standard,none,80,81,74
female,group D,high school,standard,completed,48,63,64
male,group C,some college,free/reduced,none,57,60,50
female,group E,associate's degree,standard,none,98,100,100
male,group D,master's degree,standard,completed,84,76,82
female,group A,some high school,standard,none,68,83,82
male,group C,some high school,standard,none,72,57,59
female,group D,bachelor's degree,free/reduced,none,47,67,59
female,group D,some college,standard,completed,35,59,56
female,group C,bachelor's degree,free/reduced,none,46,60,55
male,group A,associate's degree,standard,completed,41,43,45
male,group B,some college,standard,none,85,73,69
female,group B,associate's degree,free/reduced,none,64,68,61
male,group B,associate's degree,standard,completed,93,90,84
female,group D,some high school,standard,none,85,93,94
female,group E,associate's degree,standard,none,64,69,63
male,group D,high school,free/reduced,none,38,41,36
female,group D,some high school,standard,none,76,83,79
female,group D,high school,standard,none,66,70,76
female,group E,master's degree,standard,completed,100,96,100
female,group B,some high school,standard,none,56,64,61
male,group B,high school,standard,completed,85,85,83
male,group C,some high school,standard,none,63,69,60
male,group A,some college,standard,none,58,54,49
female,group A,bachelor's degree,standard,completed,51,62,64
female,group D,high school,standard,none,75,83,86
female,group D,high school,free/reduced,completed,81,95,95
female,group D,some college,standard,none,82,87,92
female,group E,bachelor's degree,standard,none,84,93,88
male,group B,associate's degree,free/reduced,completed,46,55,61
female,group E,associate's degree,standard,completed,87,99,97
male,group A,high school,free/reduced,completed,68,65,64
female,group C,some high school,standard,none,43,50,50
female,group C,associate's degree,standard,completed,82,81,88
female,group C,some high school,free/reduced,none,44,62,57
male,group E,bachelor's degree,standard,none,60,52,53
male,group C,some high school,standard,none,61,56,56
female,group B,some high school,standard,completed,54,63,61
female,group B,bachelor's degree,free/reduced,none,57,69,66
female,group C,some college,free/reduced,none,65,69,69
female,group C,some college,standard,completed,76,85,83
female,group B,some college,free/reduced,none,39,52,49
female,group C,some college,free/reduced,none,38,58,51
female,group D,associate's degree,standard,none,95,99,100
male,group E,some college,standard,none,100,87,88
male,group D,some college,standard,none,54,56,46
male,group C,some high school,standard,none,74,62,64
female,group C,bachelor's degree,standard,completed,61,69,74
female,group C,some college,free/reduced,completed,49,59,60
male,group C,associate's degree,standard,none,61,55,52
male,group D,some college,free/reduced,completed,60,56,64
male,group B,high school,standard,none,49,51,47
male,group B,associate's degree,free/reduced,none,50,54,52
male,group B,bachelor's degree,standard,none,63,55,53
female,group A,high school,standard,completed,72,81,85
female,group C,high school,standard,none,66,66,61
female,group C,some college,standard,none,45,61,53
female,group B,associate's degree,standard,completed,89,97,100
female,group C,bachelor's degree,free/reduced,none,73,82,86
male,group C,associate's degree,standard,completed,71,79,78
female,group D,master's degree,free/reduced,completed,79,93,100
male,group D,some high school,standard,none,70,69,61
female,group D,high school,free/reduced,none,59,60,63
male,group B,some college,standard,none,56,54,51
male,group D,some high school,standard,none,51,50,47
male,group B,associate's degree,standard,none,73,70,63
male,group A,master's degree,standard,none,94,88,86
male,group E,high school,standard,none,58,51,48
female,group D,some high school,standard,none,88,86,87
female,group C,some high school,standard,none,61,77,67
female,group C,high school,standard,completed,88,100,97
female,group C,associate's degree,standard,completed,72,76,77
male,group D,some college,standard,none,92,89,90
male,group E,associate's degree,standard,none,82,71,71
male,group D,some college,standard,none,79,80,77
male,group A,some high school,standard,completed,54,62,55
female,group A,bachelor's degree,standard,completed,72,90,86
female,group C,bachelor's degree,standard,none,62,76,76
female,group D,bachelor's degree,free/reduced,none,77,73,85
female,group B,associate's degree,standard,none,89,96,87
female,group D,some college,standard,none,55,56,63
male,group A,some college,free/reduced,none,71,68,65
male,group C,high school,free/reduced,none,62,70,61
male,group B,high school,free/reduced,completed,68,68,62
female,group D,some high school,standard,none,78,84,82
male,group D,bachelor's degree,free/reduced,none,57,56,53
female,group E,some college,standard,completed,100,100,100
male,group C,high school,standard,completed,67,75,74
female,group B,some high school,standard,none,49,50,51
female,group C,associate's degree,free/reduced,none,42,59,57
female,group E,master's degree,standard,none,90,87,87
male,group D,master's degree,standard,none,76,66,69
female,group A,some college,standard,none,85,78,80
male,group B,high school,standard,none,54,57,48
male,group D,bachelor's degree,standard,none,69,70,64
male,group C,some high school,standard,none,66,73,64
male,group D,associate's degree,standard,none,70,61,57
female,group A,some college,standard,none,74,81,73
male,group D,high school,standard,completed,50,46,52
male,group C,associate's degree,standard,none,70,65,63
male,group C,some high school,free/reduced,none,74,75,71
male,group C,master's degree,free/reduced,completed,88,93,96
female,group D,some college,standard,none,47,62,60
female,group D,bachelor's degree,free/reduced,completed,76,94,98
female,group C,associate's degree,free/reduced,none,71,76,74
male,group D,high school,standard,none,78,69,68
male,group B,high school,free/reduced,none,48,50,44
male,group B,associate's degree,standard,none,76,78,71
male,group D,associate's degree,standard,none,65,65,61
female,group C,some high school,free/reduced,completed,74,93,94
female,group B,bachelor's degree,free/reduced,none,76,86,83
male,group B,some college,standard,none,76,72,75
male,group B,bachelor's degree,standard,none,68,69,65
male,group D,high school,free/reduced,none,48,48,44
female,group C,bachelor's degree,standard,none,61,61,61
female,group C,some high school,standard,completed,50,66,58
male,group B,high school,standard,none,69,65,60
male,group C,some college,standard,none,65,62,60
female,group B,master's degree,standard,completed,74,89,87
female,group C,some high school,free/reduced,none,50,64,65
female,group B,bachelor's degree,standard,completed,91,99,100
female,group D,some college,standard,none,58,70,69
male,group D,associate's degree,free/reduced,none,91,82,81
female,group D,high school,standard,completed,67,76,81
female,group A,high school,standard,completed,64,78,83
male,group C,high school,standard,none,66,58,60
female,group D,high school,standard,none,53,57,60
female,group B,high school,free/reduced,none,55,71,61
female,group B,some high school,standard,none,57,70,70
male,group C,high school,free/reduced,none,47,41,38
male,group A,some college,standard,completed,96,86,95
male,group A,some high school,standard,completed,78,66,64
male,group B,master's degree,standard,completed,77,77,76
male,group C,some high school,standard,completed,78,82,77
female,group B,some high school,standard,completed,49,59,64
female,group D,bachelor's degree,standard,none,69,89,85
female,group E,bachelor's degree,free/reduced,none,70,86,84
female,group B,associate's degree,free/reduced,none,44,51,48
male,group D,some college,standard,none,79,75,74
male,group C,some college,free/reduced,none,57,50,47
male,group D,bachelor's degree,free/reduced,completed,60,64,71
female,group A,some high school,standard,none,66,70,71
female,group B,high school,standard,none,82,79,89
female,group A,some high school,free/reduced,completed,59,69,70
female,group A,high school,standard,none,61,78,74
male,group B,master's degree,standard,completed,69,65,66
male,group E,master's degree,standard,none,100,90,86
female,group C,associate's degree,free/reduced,completed,67,74,72
male,group B,high school,free/reduced,completed,46,60,56
female,group C,some college,standard,none,47,58,50
male,group B,high school,free/reduced,none,57,58,48
female,group A,bachelor's degree,standard,none,75,88,85
male,group B,some high school,standard,none,54,45,39
male,group C,high school,standard,none,50,61,53
female,group D,master's degree,standard,none,72,87,95
male,group C,some college,standard,none,75,58,61
female,group B,high school,free/reduced,none,37,53,50
male,group D,associate's degree,standard,none,93,84,86
female,group B,high school,standard,none,59,66,65
female,group E,associate's degree,standard,none,75,73,75
female,group C,bachelor's degree,standard,none,86,91,90
male,group C,bachelor's degree,standard,none,60,52,47
female,group D,high school,standard,none,69,71,72
female,group A,some high school,free/reduced,none,43,47,45
female,group E,associate's degree,standard,none,63,72,64
male,group C,associate's degree,free/reduced,none,67,75,66
male,group C,associate's degree,free/reduced,completed,83,85,83
female,group A,associate's degree,standard,none,93,93,95
male,group B,some college,standard,none,83,74,72
female,group B,some high school,free/reduced,completed,28,45,48
female,group A,bachelor's degree,free/reduced,none,40,44,39
female,group C,some college,standard,completed,75,79,86
female,group A,some high school,standard,completed,74,81,82
male,group C,associate's degree,free/reduced,none,20,22,20
male,group A,some high school,standard,none,70,63,63
female,group C,high school,free/reduced,none,37,52,41
female,group D,bachelor's degree,standard,none,90,92,96
female,group D,high school,free/reduced,completed,75,89,91
female,group D,high school,free/reduced,none,72,84,90
male,group C,high school,standard,none,70,67,64
female,group C,associate's degree,free/reduced,none,66,74,73
male,group E,associate's degree,standard,none,59,52,51
female,group D,some college,standard,none,76,84,87
female,group A,associate's degree,standard,none,40,58,58
female,group B,some college,standard,none,45,58,52
male,group B,high school,free/reduced,none,59,61,51
male,group B,associate's degree,standard,none,87,86,78
male,group C,master's degree,standard,none,77,62,66
male,group C,some high school,free/reduced,completed,65,73,66
male,group B,bachelor's degree,free/reduced,none,57,61,56
male,group E,some high school,standard,none,93,82,76
female,group D,associate's degree,standard,completed,96,99,100
male,group E,associate's degree,standard,completed,84,73,73
female,group B,some high school,standard,none,70,71,78
female,group B,some college,standard,completed,94,100,100
male,group A,some high school,free/reduced,completed,64,75,67
male,group B,some high school,standard,none,73,66,62
male,group C,bachelor's degree,free/reduced,none,54,53,47
female,group D,some college,standard,none,69,78,83
female,group C,some high school,standard,none,37,59,56
male,group B,high school,free/reduced,none,61,55,48
female,group C,some high school,standard,none,64,65,63
male,group E,some college,standard,completed,77,64,65
female,group A,master's degree,free/reduced,none,61,69,69
female,group D,associate's degree,standard,none,57,68,66
male,group C,some high school,standard,completed,72,66,70
female,group D,some college,free/reduced,none,37,49,47
female,group B,some high school,standard,none,81,91,85
female,group C,some high school,standard,none,48,59,47
female,group C,high school,standard,none,47,58,59
male,group A,associate's degree,standard,completed,89,73,76
male,group C,master's degree,standard,none,77,73,66
female,group C,master's degree,free/reduced,none,35,54,48
male,group C,high school,standard,none,69,66,61
male,group E,associate's degree,free/reduced,none,79,74,69
female,group D,associate's degree,standard,completed,60,63,74
female,group D,high school,standard,none,66,82,84
male,group D,some college,standard,none,78,78,73
female,group B,high school,standard,none,65,71,68
female,group D,associate's degree,standard,none,86,89,93
male,group D,some high school,standard,completed,72,68,68
female,group E,some college,standard,none,43,57,63
male,group C,bachelor's degree,standard,none,87,84,83
female,group E,high school,standard,none,63,57,61
female,group D,some college,standard,completed,76,76,85
female,group C,some college,standard,none,61,67,74
male,group C,some high school,standard,completed,52,53,47
female,group E,bachelor's degree,free/reduced,none,71,81,85
female,group C,associate's degree,free/reduced,completed,56,65,64
female,group B,some college,free/reduced,none,42,47,51
female,group D,master's degree,free/reduced,completed,72,92,93
male,group D,high school,standard,none,63,70,62
male,group E,bachelor's degree,standard,none,75,72,67
male,group D,associate's degree,standard,none,78,65,72
male,group B,some high school,free/reduced,none,40,31,37
female,group E,some college,standard,none,78,80,76
male,group D,some college,standard,completed,66,66,63
male,group E,some high school,free/reduced,completed,70,79,72
female,group C,high school,standard,none,62,75,72
female,group D,some high school,free/reduced,completed,75,91,93
female,group D,high school,standard,completed,49,59,56
female,group A,high school,standard,none,54,72,66
male,group D,bachelor's degree,standard,none,98,93,95
male,group B,some college,free/reduced,completed,93,80,78
male,group C,some high school,standard,completed,60,48,49
male,group D,associate's degree,free/reduced,none,55,47,49
female,group C,some college,standard,none,47,52,52
female,group C,some high school,standard,none,82,90,88
male,group D,associate's degree,free/reduced,none,50,54,54
male,group C,high school,free/reduced,completed,68,65,68
male,group E,high school,free/reduced,completed,82,77,73
male,group D,high school,free/reduced,none,67,61,58
female,group D,some college,free/reduced,none,57,62,61
female,group C,bachelor's degree,free/reduced,completed,83,91,94
female,group A,high school,standard,none,70,68,71
male,group D,some high school,standard,completed,73,71,70
male,group C,some college,standard,none,84,91,85
male,group B,associate's degree,free/reduced,completed,66,75,67
female,group C,high school,standard,none,38,58,51
female,group E,some high school,standard,completed,77,86,85
female,group E,some college,standard,none,57,61,56
male,group C,bachelor's degree,standard,none,72,77,70
male,group E,associate's degree,standard,none,58,51,55
female,group C,high school,standard,none,53,61,52
male,group C,high school,standard,none,52,52,46
female,group B,some high school,standard,completed,60,72,76
male,group E,some high school,free/reduced,completed,60,63,64
male,group B,some high school,free/reduced,none,68,61,56
male,group E,associate's degree,free/reduced,none,80,75,63
female,group C,some high school,standard,none,39,43,48
male,group E,high school,standard,completed,95,84,86
female,group C,some college,standard,completed,59,80,79
male,group C,associate's degree,free/reduced,none,78,71,67
female,group E,some high school,free/reduced,none,81,89,85
male,group D,bachelor's degree,standard,completed,73,65,77
male,group E,some high school,standard,completed,93,85,82
male,group D,bachelor's degree,free/reduced,none,45,39,40
female,group B,some college,standard,none,67,64,68
female,group A,some high school,standard,completed,80,96,93
male,group D,high school,standard,none,56,56,51
female,group D,associate's degree,standard,completed,79,81,91
male,group B,some college,free/reduced,none,73,66,68
male,group C,associate's degree,standard,none,71,62,60
female,group C,associate's degree,standard,completed,67,69,78
male,group C,some high school,standard,none,56,56,43
female,group B,high school,free/reduced,none,71,75,69
female,group D,associate's degree,standard,completed,78,83,96
female,group A,bachelor's degree,standard,completed,95,100,100
female,group A,some college,standard,none,43,41,45
female,group E,some high school,standard,none,66,70,71
male,group D,some high school,free/reduced,completed,63,71,67
male,group C,associate's degree,standard,none,78,66,63
female,group B,high school,standard,none,43,58,55
male,group E,some high school,free/reduced,completed,71,71,67
female,group B,some high school,free/reduced,completed,45,76,73
female,group D,associate's degree,standard,completed,93,96,100
female,group C,bachelor's degree,free/reduced,none,48,48,48
male,group D,associate's degree,standard,completed,79,77,74
female,group D,master's degree,standard,completed,93,100,100
male,group C,high school,standard,none,69,71,59
female,group A,some high school,standard,none,76,85,76
female,group B,high school,free/reduced,none,53,68,64
female,group A,some high school,free/reduced,none,48,59,63
female,group B,bachelor's degree,free/reduced,completed,66,71,72
male,group A,some college,standard,none,71,66,61
female,group D,high school,free/reduced,none,48,60,52
male,group C,high school,standard,none,68,57,55
male,group B,high school,standard,completed,80,69,69
male,group C,high school,free/reduced,none,69,62,63
male,group C,bachelor's degree,standard,none,100,80,83
female,group E,some college,standard,completed,100,100,93
female,group D,associate's degree,free/reduced,none,45,62,56
female,group D,high school,free/reduced,completed,69,76,80
male,group B,bachelor's degree,standard,none,64,66,58
male,group D,some high school,standard,none,74,66,71
male,group E,some college,standard,completed,85,80,76
female,group A,high school,standard,none,56,74,66
male,group B,associate's degree,standard,none,56,44,36
male,group C,associate's degree,free/reduced,none,56,61,53
male,group B,some high school,free/reduced,completed,47,53,51
male,group C,high school,free/reduced,none,66,71,69
male,group B,associate's degree,standard,none,51,59,48
female,group E,some high school,standard,completed,66,72,79
female,group B,associate's degree,free/reduced,none,26,36,33
male,group E,bachelor's degree,free/reduced,none,74,69,70
female,group E,some high school,standard,none,53,72,66
male,group D,some high school,standard,completed,67,73,76
female,group D,some college,standard,none,48,65,62
female,group D,high school,standard,none,79,83,78
female,group A,high school,standard,none,81,88,91
female,group B,high school,standard,none,60,58,63
female,group C,bachelor's degree,standard,completed,55,65,63
male,group E,master's degree,standard,none,91,71,74
male,group C,bachelor's degree,free/reduced,none,76,75,76
female,group E,some college,free/reduced,none,29,38,43
male,group C,associate's degree,standard,none,70,58,59
male,group B,associate's degree,standard,none,73,74,60
male,group B,some college,free/reduced,none,67,74,76
female,group D,bachelor's degree,free/reduced,none,62,71,71
female,group C,some high school,free/reduced,none,69,82,83
male,group D,some high school,standard,completed,65,72,63
female,group C,associate's degree,free/reduced,none,43,55,54
female,group C,bachelor's degree,standard,none,53,68,67
female,group D,some high school,standard,completed,51,64,64
male,group C,some college,free/reduced,completed,75,69,69
female,group C,some college,standard,none,58,64,65
male,group C,some college,standard,completed,51,39,39
male,group D,some college,standard,completed,62,55,59
female,group C,associate's degree,standard,none,57,59,55
male,group B,high school,free/reduced,none,62,63,60
female,group A,high school,standard,none,75,91,88
female,group E,some college,standard,completed,75,77,79
female,group D,associate's degree,standard,completed,67,84,79
male,group B,some college,standard,none,85,83,83
male,group D,some college,standard,completed,58,56,62
female,group C,associate's degree,standard,completed,55,74,77
female,group D,associate's degree,free/reduced,none,58,77,73
male,group D,some high school,standard,none,52,51,47
male,group E,some college,free/reduced,none,72,60,56
female,group B,high school,free/reduced,completed,54,74,72
male,group C,some college,free/reduced,completed,77,82,77
male,group D,high school,free/reduced,none,81,77,70
male,group D,some high school,free/reduced,completed,48,50,50
male,group C,master's degree,standard,none,84,77,81
male,group E,bachelor's degree,free/reduced,none,84,82,76
female,group D,high school,free/reduced,none,72,81,75
female,group D,associate's degree,standard,completed,87,95,98
female,group D,some high school,free/reduced,completed,59,70,68
male,group E,high school,standard,none,79,70,63
female,group B,bachelor's degree,free/reduced,none,73,84,88
male,group C,some college,standard,none,72,67,61
female,group D,associate's degree,standard,completed,56,70,71
male,group E,bachelor's degree,free/reduced,none,87,90,87
female,group B,associate's degree,free/reduced,none,55,61,60
male,group D,some college,standard,none,81,71,64
female,group C,some high school,standard,none,45,49,50
male,group E,high school,standard,none,86,76,73
male,group C,associate's degree,standard,none,70,75,69
female,group C,high school,standard,completed,69,78,79
male,group A,master's degree,free/reduced,completed,63,54,61
male,group D,associate's degree,free/reduced,completed,56,67,68
female,group A,some high school,standard,none,74,78,78
male,group D,high school,standard,none,70,66,61
female,group E,associate's degree,standard,none,76,80,82
female,group C,some high school,standard,none,48,55,54
female,group C,master's degree,free/reduced,completed,71,81,81
female,group D,master's degree,free/reduced,none,53,66,68
male,group C,some high school,standard,none,76,79,71
male,group D,some college,free/reduced,completed,60,60,62
female,group C,associate's degree,standard,none,81,96,93
female,group E,high school,standard,completed,76,76,80
male,group C,high school,standard,completed,51,42,48
male,group C,some high school,free/reduced,completed,39,44,44
female,group C,master's degree,standard,none,78,84,90
female,group C,some college,standard,none,57,83,79
male,group B,some high school,standard,none,67,63,55
male,group C,some college,free/reduced,none,58,66,57
female,group D,some high school,standard,none,58,63,62
female,group D,some college,free/reduced,none,38,64,55
female,group C,bachelor's degree,standard,none,87,83,89
male,group D,some college,standard,none,57,55,55
female,group B,some high school,free/reduced,completed,59,76,81
female,group B,high school,free/reduced,none,59,69,62
male,group B,high school,standard,none,86,82,72
male,group C,high school,standard,completed,75,68,73
female,group A,associate's degree,free/reduced,completed,75,95,92
male,group D,associate's degree,free/reduced,none,55,56,51
male,group C,some college,standard,completed,74,79,75
female,group C,master's degree,free/reduced,completed,73,92,92
female,group C,some college,free/reduced,none,48,62,56
female,group E,high school,free/reduced,none,67,81,77
male,group B,some high school,standard,none,48,47,49
male,group B,some college,free/reduced,none,72,70,66
male,group B,associate's degree,standard,none,70,70,66
female,group E,bachelor's degree,standard,completed,73,86,86
female,group C,high school,free/reduced,none,47,56,57
male,group E,associate's degree,standard,none,85,75,76
female,group C,some college,standard,none,46,54,47
male,group C,bachelor's degree,free/reduced,completed,69,62,66
male,group C,some college,free/reduced,none,67,73,68
female,group D,bachelor's degree,standard,none,32,43,45
male,group C,associate's degree,free/reduced,none,59,63,56
female,group C,high school,free/reduced,none,56,75,64
male,group D,bachelor's degree,free/reduced,completed,52,52,54
female,group E,some high school,standard,none,83,81,79
female,group C,master's degree,standard,completed,95,100,100
male,group A,associate's degree,free/reduced,none,46,39,39
female,group E,master's degree,standard,none,100,100,100
female,group C,high school,free/reduced,none,22,51,46
male,group D,bachelor's degree,standard,completed,79,80,85
female,group D,high school,standard,none,83,85,85
female,group A,high school,standard,none,60,66,64
female,group B,some high school,free/reduced,completed,47,63,59
male,group B,some high school,standard,completed,65,67,63
male,group C,some college,free/reduced,completed,31,29,28
female,group C,some high school,standard,completed,50,60,59
female,group A,some college,standard,completed,79,79,84
female,group B,bachelor's degree,standard,none,63,80,77
female,group C,high school,standard,completed,79,76,86
female,group D,high school,standard,completed,82,92,92
female,group E,some college,free/reduced,none,59,68,66
female,group D,some high school,standard,completed,46,57,56
male,group C,associate's degree,free/reduced,none,44,40,48
male,group B,associate's degree,free/reduced,completed,71,75,69
female,group C,master's degree,standard,completed,90,100,100
female,group D,high school,standard,none,72,78,81
male,group D,some high school,standard,completed,75,72,70
male,group D,high school,standard,none,58,54,55
female,group C,some college,standard,completed,54,67,65
female,group E,master's degree,standard,completed,80,96,94
male,group C,some high school,standard,completed,48,51,52
female,group C,some college,standard,completed,67,76,76
male,group B,high school,free/reduced,none,64,80,70
female,group B,some college,free/reduced,none,46,52,49
female,group D,associate's degree,free/reduced,none,45,62,57
male,group E,some college,free/reduced,none,49,50,42
male,group B,bachelor's degree,free/reduced,none,63,57,58
male,group B,associate's degree,free/reduced,completed,59,51,56
male,group B,some college,standard,completed,83,75,73
male,group C,high school,standard,completed,76,77,69
female,group B,bachelor's degree,standard,completed,74,84,83
male,group E,some high school,free/reduced,none,52,54,44
female,group C,master's degree,standard,none,63,68,68
male,group C,high school,free/reduced,completed,40,57,51
female,group E,high school,free/reduced,completed,91,86,88
female,group C,some college,standard,none,74,87,86
male,group A,high school,standard,completed,65,57,58
male,group B,some high school,free/reduced,none,35,38,30
male,group B,some high school,standard,completed,52,48,50
female,group B,high school,standard,none,65,70,62
male,group C,associate's degree,standard,none,82,76,70
female,group E,some college,standard,completed,67,75,74
male,group C,associate's degree,free/reduced,none,66,50,49
male,group D,some college,standard,none,56,61,56
female,group B,some college,free/reduced,none,32,47,45
male,group E,high school,free/reduced,none,77,78,66
female,group B,some college,free/reduced,none,74,83,80
male,group B,master's degree,free/reduced,none,46,46,48
male,group B,some high school,free/reduced,completed,47,40,40
female,group D,bachelor's degree,free/reduced,none,84,92,90
female,group B,master's degree,standard,none,53,66,62
male,group B,some college,free/reduced,none,81,76,73
male,group D,associate's degree,standard,none,71,65,56
female,group B,bachelor's degree,free/reduced,completed,72,87,85
male,group C,associate's degree,free/reduced,completed,49,52,50
male,group E,associate's degree,standard,completed,72,55,59
male,group B,some high school,free/reduced,completed,37,45,44
male,group A,high school,free/reduced,none,55,63,52
male,group B,master's degree,free/reduced,none,44,56,48
female,group D,some high school,standard,completed,63,77,80
female,group D,high school,standard,completed,64,67,67
male,group A,some high school,standard,none,71,63,59
male,group B,high school,standard,none,54,47,50
male,group E,some college,standard,none,100,87,88
female,group E,some college,standard,completed,95,91,98
male,group C,associate's degree,standard,completed,79,85,85
female,group C,associate's degree,standard,none,61,69,72
male,group C,some college,standard,completed,100,98,100
female,group D,some high school,standard,none,62,74,79
female,group C,some college,standard,none,72,85,86
male,group E,high school,standard,none,99,86,84
male,group C,high school,standard,none,85,76,68
male,group B,some high school,standard,none,72,79,74
male,group E,high school,free/reduced,completed,57,66,59
male,group B,high school,standard,completed,93,96,94
female,group D,bachelor's degree,standard,completed,80,91,89
male,group B,some high school,standard,completed,79,75,67
female,group C,some high school,standard,none,74,90,88
male,group D,master's degree,standard,none,92,78,85
